review,sentiment
"Chances are if I watched this again I might get physically sick, the film is so annoying.....unless you believe in psychics, re-incarnation and the other hocus- pocus which this promotes big-time. The ""re-cycling of souls,"" they call it here. Puh-leeze.<br /><br />This story has been done several times before with such films as ""Heaven Can Wait."" It's also been done a lot better. Too bad they had to waste the talents of Robert Downey Jr., Cybill Shepherd, Ryan O'Neal and Mary Stuart Masterson.<br /><br />At least it's a pretty tame film, language-wise. That's about the only redeeming quality of this movie.",0
"A real classic, ten out of ten! Every actor is perfect, the screenplay is a haunting succession of suspenseful scenes. Scenes in car and scenes in the mountains are breathtaking. Wonder if this film is already out in DVD, because it must be seen in Widescreen version. Saw this film in the late fifties, maybe three or four times, and never since then forgot it.I remember it was one of the first Warner like cinemas cope features, process called Warnerscope which gave a very neat cinematography. Shelley Winters and Jack Palance deserved an Oscar for their performances.The only thing I could criticize is not having been directed by someone like, say Nicholas Ray, to increase its rhythm and tension.",1
"This movie is simply rubbish. I have to say I am an expert of rubbish movies. I reserve the ""1"" rating for movies that are rubbish but funny, but this film is just tedious and certainly not crappy in a funny way but crappy in a crappy way. It gets a ""2"" so those of you out there can distinguish between the ones that will make you laugh and the ones that will make you fall asleep. There are scenes in this movie where the actors are looking at something, their expressions are of amazement and there wide eyes and slack jaws tell the audience that what they are looking at is going to be profoundly amazing, this simply isn't it's just a cupboard or even more desert. It has to be pretty god damn awful for me to walk out, let me tell you, I walked out and so did quite a few people.",0
"German private TV is ill-renowned for copying Dutch and  naturally  US formats. Well, in the case of Edel & Starck, the xeroxing only went as far as the basics: Screwball.<br /><br />You can't stand screwball comedy? Don't watch Edel & Starck. Seriously. If you expect yet another lawyers' drama thingy similar to Law&Order or something, well, go somewhere else. (Or watch Law&Order as it's quite brilliant at what it does, but I digress.) E&S is funny, often addresses thought-provoking themes, is funny, romantic, funny, funny, and witty, too.<br /><br />Frankly, I am quite dismayed the writers didn't get better deals after the serial's final. And my cynical nature needs to readjust itself re: private German television productions. German residents will understand what I'm talking about.<br /><br />In short: Watch it. I don't have the foggiest what the English synchronisation is like, but hey, it's worth learning German just to watch them four seasons. Pseudo-happy end included.",1
"I went to see this one with much expectation. Quite unfortunately the dialogue is utterly stupid and overall the movie is far from inspiring awe or interest. Even a child can see the missing logic to character's behaviors. Today's kids need creative stories which would inspire them, which would make them 'daydream' about the events. That's precisely what happened with movies like E.T. and Star Wars a decade ago. (How many kids imagined about becoming Jedi Knights and igniting their own lightsabers?) Seriously don't waste your time & money on this one.",0
"I was very disappointed by this movie. Ms English who says that she is a fan of the original movie seemed to have taken a great piece of artistic work, and transformed it into a flat-lined ""ho-hum"" you've come a long way baby production. I tried to like Meg Ryan's Mary Haines, but she was just boring. She didn't seem to feel anything about her husband's affair. There was no emotional struggle, no deep hurt. In the original 1939 movie Norma Shearer's Mary Haines felt betrayed, shocked, vulnerable, confused and angry. The 2008 production was more about some fake sisterhood theme, (Actually my wife's words)and didn't make you shed a tear or even chuckle. The only performances that were note worthy we're of Debra Messing, and Bette Midler. (I wanted more of Bette.) There was really no protagonist in this movie. The Sylvia Fowler character had too many sub themes to it. And Crystal Allen had no fire. The remake of the department store encounter with Annette Benning, and Miss Mendez was Luke warm. Also the pacing was slow as well. Obviously the 1939 version needed to be updated, but this one wasn't it. The reason that the original version worked so well was that the characters were dealing with ""man"" problems. A subject by the way which isn't out-dated. The magic of the original movie was that the movie was about both sexes, while you never saw the men.",0
"I enjoyed this film and after it finished it still makes you think about it. I believe Jeremy Brett is brilliant in this role although his ""death"" acting was a little over the top, but as its Jeremy Brett I didn't mind.<br /><br />This is a good piece of drama and does follow Oscar Wildes novel very closely. If you enjoy this film then I recommend you also watch ""An Ideal Husband"" with Jeremy Brett as Lord Goring.<br /><br />This film gives a great insight into Oscar Wildes way of thinking.And while watching it the viewer is reminded of how in a way Dorian Grey is Lord Alfred 'bosie' Douglas and Basil Halward is Oscar Wilde.",1
"This movie was extremely boring. I only laughed a few times. I decided to rent it when I noticed William Shatner's name on the cover. It's all about this little kid who gets picked on all the time by his classmates. When wandering the streets looking for old ladies to assist, he meets a prostitute. She takes him to a club called the Playground, where he befriends several pimps. When mayor Tony Gold (Shatner) decides to take over the pimp business, Lil' Pimp must lay down for his homies.<br /><br />The animation isn't very good in this. It looks like it was made with Macromedia, which I'm sure it was. It doesn't suck, it's just the sort of choppy flash animation that people have gotten used to over recent years. The humor in this is not very good, I didn't think any of it was funny.",0
"For the 1980s, this is a very dark movie. At this point, filmmakers were beginning to operate under the assumption that all films require smarmy comic relief (which, of course, is taken to the extreme today), flashy action scenes (even more overdone today), or steamy sex scenes.<br /><br />Hutton and Penn are stupendous in their roles as childhood friends turned Soviet spies. Penn in particular is brilliant as hapless drug dealer Daulton Lee.<br /><br />What you have here is a true thriller/drama. There is no eye candy to speak of, but the story is so compelling and the acting so superb that (hopefully) most people wouldn't miss it. There are a couple amusing scenes, in particular the one where Penn tries to get his Soviet benefactors involved in a major drugrunning deal.<br /><br />Well worth watching.",1
"This interesting feature has a very fine story-line, rather colorful characters and a very steady pace. it also incorporates a plot device from ""Reap the Wild Wind"", and since Cecil B. Deille directed that and his son-in-law Anbthony Quinn directed this film from his preparations, that can hardly be a coincidence. it works in both cases, I must report. The unusual set-up tells the viewer that Barataria, an island ruled by Jean Lafitte is built upon piracy, but during the war of 1812, and before, he has always refrained from bothering United States' vessels. Now General Andrew Jackson has been charged with defending nearby New Orleans with only 12,000 men against 60,000 British Imperial redcoats and 60 ships. Lafitte's men want him to side with the stronger force; he wants freedom and pardons for his men before ceding such a strategic landing spot to the U.S. forces. There are other factors at work in the story-line; pirate Bonnie Brown and her father want to attack U.S. ships and do so in defiance of Lafitte's orders, leaving a boy alive without knowing they have missed an eyewitness. When his testimony finally comes out, Jackson cannot grant what Lafitte asks; but Lafitte supports him anyway and in the fog, the pirates and Jackson rout the British and he sails away to whatever destiny awaits a man who had genius and statesmanship but not fortune. The cast of this colorful and physically-lovely film are skilled indeed. Yul Brynner has one of his best roles as the pirate king, Inger Stevens is beautiful; as the girl he loves, Charles Boyer has many good lines as his adviser, powerful Lorne Greene is a rival, E.G. Marshall the Governor, and Claire Bloom is charismatic as Bonnie Brown. Others in the cast include Ted de Corsia, Douglass Dumbrille, George Mathews, Henry Hull as Jackson's adviser, Bruce Gordon, Onslow Stevens, Robert F. Simon, Henry Brandon, Fran Jeffries, and Leslie Bradley, among others. The music by Elmer Bernstein is very memorable, and the 1938 script remade here had only to be freshened a bit. The shiny cinematography was the work of veteran Loyal Griggs, the set decoration was supplied by Albert Nozaki, Hal Pereira and Walter Tyler, with set decoration by Sam Comer and Roy Moyer and costumes by Edith Head, John Jensen and Ralph Jester. Nellie Manley did the elaborate hairstyles and Wally Westmore the difficult makeup. The film contains quite a bit of good adventure-level dialogue and a very strong climactic battle scene. Charlton Heston, as as Andrew Jackson, prepared to play the part of an elder general and then discovered the man was young at the time of the battle; but he is often effective, grey-haired or not, especially in his exchanges with Henry Hull as Mr. Peavey. This is an exciting and well-mounted entertainment, which looks exactly as if C.B. DeMille had completed his production; it is a beautiful and nearly a very-fine motion picture.",1
"well I'd probably agree with all the bad comments about this movie cos honestly i thought it was such a piece of crap i mean the actors had done a terrible acting job and the script was all terrible. Although the special effects wasn't a bit bad but i think the should have thought a lot harder than that. I mean how did Clara Bryant get successfully put into this film i mean she'd do a lot better if she looked a bit further and that goes the same with Kristen honey, i mean her character dies and she doesn't bother to try and defend herself i mean it's gotta be a total joke. She should at least do a lot better than what she an do like become a soldier or more of a heroine or something along the lines of bravery. But the point is the actors did a complete soulless lousy job and so did the director and the writer who made this film. they should've went into film school to think up some better ideas and i hope everyone agrees with my methods cos they are probably thinking the same thing.",0
"There are so very few films where just the title tells you all you need to know about the film. Such a film is I Was A Communist For The FBI. Another example would be I Married A Monster From Outer Space.<br /><br />The really interesting thing about this film is how in heaven's name did this get nominated for an Oscar in the documentary category? It is not a documentary in any sense of the word, it's not even in that hybrid category of docudrama. It's just a rather exploitive film about the work of an FBI undercover agent named Matt Cvetic who infiltrated the Communist Party in Pittsburgh and got active in trying to take over the Steelworker's Union for the Communists and reporting on said activities to his handlers in the FBI.<br /><br />A documentary of that work might have been interesting, but what we got was a film to fit those paranoid times. I found it fascinating that when Cvetic finally broke his cover it was to the House Un-American Activities Committee rather than the trial in New York of the Communist Party leaders. There was a moment in the film where head Communist James Millican tells his followers to start spreading the word that the House Un American Activities Committee was composed of a bunch of right wing yahoos looking to get their names in front of the camera. Now what could have given him that idea? Anyway just connect the dots and no doubt the word their came from J. Edgar Hoover trying to give some credence to HUAC by having an effective undercover come out there rather than at an actual trial. Little thing there called cross examination.<br /><br />Warner Brothers who produced I Was A Communist For The FBI later produced Big Jim McLain which starred John Wayne about a HUAC investigator in Hawaii. HUAC did grab on to credit for the work done by the Honolulu PD in breaking up a Communist spy ring there among the dockworkers. But at least in John Wayne's film nobody claimed it was a documentary.<br /><br />Frank Lovejoy is in the title role as Cvetic and his FBI handlers are Richard Webb and Philip Carey. Dorothy Hart plays a Pittsburgh school teacher who says that there are 30 or so like here in that school system indoctrinating the young among whom is Ron Hagerthy, Lovejoy's son. She has a change of heart about the Communists and Lovejoy has to save her from a homicidal fate planned by his superiors. Ironically Hart left the movies and went to work for all places, the United Nations which as we know has been accused often of being a Communist nest in the USA.<br /><br />Over half a century later and we really have very few objective works on film or in print about the Communist Party of the USA. They were in fact a very active bunch in the labor movement. The real heroes in stopping them were labor organizers like Walter Reuther in the UAW or David Dubinsky in the ILGWU. But since they were people of the left they just don't have the following on the right to be suitable propaganda material.<br /><br />Anyway I Was A Communist For The FBI is an exploitive work based on a real life character and a testament to those paranoid times.",0
"I'M BOUT IT(1997)<br /><br />Developed & published by No Limit Films<br /><br />>>Pros: Absolutely none<br /><br />>>Cons: I don't even know where to begin!<br /><br />Plot summary: Master P plays a drug dealer that looks, talks, and acts more like a live-action cartoon character. That's all the plot I got out of this movie.<br /><br />Review: I remember back when I was in the ninth grade during its release and everyone in my class praised this clown called Master P. This movie is so bad, it's not even funny. All the characters in this film are extremely tired stereotypes, the audio is only audible when music plays, and the movie looks like it was videotaped off a public access channel. Luckily, I didn't buy this film like all my other inner-city degenerate classmates.<br /><br />My rating:1 out of 10<br /><br />My verdict: Avoid this video like its a sexually-transmitted disease.",0
"Definitely a very good idea,screenplay was just OK.Could have been better,The positives are that it doesn't bore you if you're an adventure lover,A new idea about the lost world of Atlantis.Negatives are that I personally feel that this idea had so much more potential than this.They should've ended up with a better adventure than this.It wasn't bad at all but it would have been much better with some more runtime.Enjoyed it a lot though,Cant say that it was boring or wasn't good..A good one for the people who like adventure animations like Sindbad,like The road to el Dorado.This movie is also recommended for people looking for a nice little adventure with a very nice happy ending.",1
"This movie was pretty good. The acting was great, and there were some really great actors in it like, Buchholz and Roger Moore. This film is full of surprises. Confusing at times...yes, but the twists and turns of the plot always keeps you in suspense. The only thing that this movie had too much of was exploding cars.",1
"Encompassing virtual reality, the potential of computers, communication with the past, the ongoing struggle to express your identity in a constraining society, and the fascinating Ada Byron Lovelace portrayed by the fascinating Tilda Swinton, this film should have been great. But it is lousy, terrible if you consider the potential! The acting - aside from Tilda Swinton and Karen Black - veers from tolerable to atrocious. The plot construction is awkward to say the least - the modern day programmer is a dull one-note character, but half the movie is spent setting up her character, and then when Ada finally appears, it is to narrate the events of her life, not to present an engaging story (Swinton almost pulls this off, though). You never fully get to know her as a real person, just an icon from a grad student's history paper.<br /><br />The digital effects, such as a digital dog and bird, are lousy and distracting, considering it was 1997 and not 1985. And, finally, the script is just bad. Bad, often pretentious dialog - especially the fights between the programmer and her boyfriend, which made me squirm - cold and distant characters, and zero attempt to create a sense of wonder. The programmer successfully contacts a person in the past! Astonishing! But it hardly seems to surprise anyone, and her boyfriend says, ""Well, be careful."" (Although we're given no clue then or later why it might be dangerous, and it never seems to actually be dangerous.)<br /><br />Also, despite being about computers and Ada Lovelace and her love of mathematics, it is clear no one involved with the script had any knowledge of mathematics OR computers - any references to these subjects come across as complete mumbo jumbo that defies any suspension of disbelief.<br /><br />One scene, towards the end of the movie, is quite good, a monolog by Tilda Swinton expressing her sadness at the fragility of life but her joy in that life. Poignant, passionate, and insightful, it seems to be dropped in from another movie.<br /><br />So I am disappointed in this movie, because it is a missed opportunity for a fascinating little cult film. If you find the subject matter interesting, you might want to rent it, but be forewarned. See Orlando for another, much much better examination of gender roles in history with a great Tilda Swinton performance.<br /><br />***spoiler/question: * *<br /><br />At the end of the movie, Ada asks that her memories not be preserved (in what I thought was the best scene in the movie). But then the modern day programmer seems to do it anyway, transferring the memories into her little girl (hence the title of the movie). Am I correct, that the programmer violated Ada's wishes without even struggling over it? Or is this another confusing plot point that I'm misinterpreting?",0
"Stephen King TV movies can go 5 or 6 parts and no one complains, right? So why give the Stooges only 96 minutes? I'm not asking for a PBS mini-series, but would a two parter had killed anyone? The movie steamrolled over events that should have been mentioned and mentioned events that could have been omitted. I do want to give a salute to the performances of the stars...they had a tough job because they didn't really look like the Stooges, but the spirit was there. After watching the movie, I pulled out a tape from American Movie Classics that had the real deal on it and laughed myself silly. The movie was pretty tough emotionally, especially after Curly has the stroke and Moe needs to keep the business going. When Curley started crying I lost it...Like I said, the movie was good, but could have been and SHOULD have been much, much better. Maybe it's fitting though...the Stooges got ripped off when they were alive and now, 25 years later, it happens again.",0
"The acting may be okay, the more u watch this movie, the more u wish you weren't, this movie is so horrible, that if I could get a hold of every copy, I would burn them all and not look back, this movie is terrible!!",0
"You'll notice that the chemist, who appears in two scenes and gets to speak, is played by Stephen King. ""Don't give up your day job"" is the standard thing to say, but that's not fair. King acquits himself reasonably well: he's no worse than any other member of the cast, and better than most. The story, on the other hand, is pure rubbish. Please, give up your day job.<br /><br />Never have I seen so many dreadful performances - of which the lead actor's (the LEAD ACTOR'S!) is probably the worst - gathered together in the one film. Everyone acts hammily, but not in any entertaining way; they all somehow manage to go over-the-top without expending, or manifesting, energy. I blame screenwriter/director Tom Holland. It can't be that ALL the actors are REALLY this bad. What are the odds against that? Admittedly, I've never heard of any of them before, but still, I don't think I could walk into a talent agency and walk out with this many bad performers if I tried: ONE actor, despite my best efforts, would turn out to have talent. So what's more likely - that Tom Holland rolled a dozen consecutive snake-eyes, or that he wrote a lousy script and then directed it poorly? That would also explain why actors are bad in direct proportion to their prominence in the script. The more direction an actor got, the worse he performed. (""You want me to bend over like a hunchback, talk from the back of my throat, show all my teeth, and look bored, all at the same time? Okay..."")<br /><br />This theory is confirmed by the fact that Holland undeniably managed to co-write a lousy script. Several writers here have commented on the fact that Billy Halleck is not a likeable character, but that's a misleading way of putting it. He's not a knowable character. All we find out about him before the supernatural stuff starts happening is that he's fat, and that all he can think about is food. (""All I can think about is food,"" he tells us, helpfully.) And in the end...<br /><br />(Sigh) I suppose I ought insert a spoiler warning here...<br /><br />In the end he becomes evil. Why? I can only shrug. Perhaps he's under some kind of enchantment. Yeah, that's probably it. By ""evil"" perhaps I mean ""inexplicable"" - it's not so much badness as a socially undesirable suspension of ordinary means-end psychology. Anyway, his actions at the end make no sense, nobody's actions make much sense, and this is despite the fact that the characters do little but explain their motivation for the benefit of the audience.<br /><br />By the way, here's my nominee for hammiest line/delivery: ""I don't think you'd like it. IN FACT..."" [big dramatic pause] ""...I don't think you'd like it at all.""",0
"I thought that this movie might be a good spoof, or at least a good independent comedy like Friday. Instead it was more like something someone in high school would make with their parents' camcorder. It wasn't just the low budget that makes this film bad (many great films have been made on a low budget), it is simply a bad movie and it wasn't even bad enough to be good camp. Case in point: for the first ten minutes of the movie nothing happens except the 3 main characters sit in their room smoking dope, put on their makeup, and then answer a phone call. You keep waiting for something to get story moving, but it never comes. The sound was so bad I had to turn the TV up all the way just to almost make out what they were saying (which wasn't interesting anyways). If I pay to rent a movie I will usually suffer through it even when it's bad, but it was all I could do to sit through 20 minutes. It looks like the person before me felt the same way because they didn't rewind the tape and left off about the same place I did. The only reason I gave this a score of 1 is because the rating system doesn't have negative numbers.",0
"This film may seem dated today, but remember that it was made in 1974 -- before Saturday Night Live, before Howard Stern, back when George Carlin was just getting beyond the Hippie Dippie Weatherman and into heavy satiric humor. This film is the granddaddy of them all. Enjoy it for its historical significance, as well as for its strong entertainment value.",1
"I was very excited to see Rock Star because I am a big fan of Mark Wahlberg's. I was surprised to have liked it more than I originally thought I would. The script did leave something to be desired, but the movie's performances made up for it. There were a few moments when visions of Spinal Tap came rushing back, and I can't help but think this movie would have been even better as a mocumentary. But, I digress.<br /><br />Wahlberg continues to demonstrate his talent, as he plays with believability an ordinary guy whose biggest dream comes true. He does it with the wonder and innocence that make you not only believe him, but also make you really care about his character.<br /><br />Jennifer Aniston, who hasn't impressed me in movies up to this point, is surprisingly good as the girlfriend/manager. She shows more real emotion than I've seen in her last few movies combined.<br /><br />But above all, it's the music in this movie that really draws you in. Peppered with some 80's tunes (let's face it - Bon Jovi would have any 80's music fans rocking in their seat), the movie really rocks with the original Steel Dragon songs and Wahlberg's performance of them.<br /><br />I plan to see this movie again, but first I'm going to rush out and buy the soundtrack!",1
"saw this in preview- great movie- wonderful characterizations- witty and intelligent dialog- actors were fantastic- Peter Falk will be up for an Oscar- Paul Reiser was charming- photography was marvelous Reiser was at the theater when we saw the film, and he gave a vivid account about the making of the film- it had been a long dream of his to write a semi-autobiographical account of relationships between sons and fathers, and more specifically between him and his father- this was achieved in a dramatic and entertaining fashion- the supporting cast was well chosen and gave the film a feeling of family- i recommend this film to anyone who is longing to see intelligent drama and wonderful performances",1
"Reading a wide variety of ""Scoop"" reviews over the past few days, I walked into the theater prepared for a subpar outing from Woody. Happily, I couldn't have been more wrong. Granted, Woody the performer is slowing down a touch or two, but Woody the writer/director is in fine form - and found a credible way to integrate his 70-year old self into the story. Judging from the laughter and guffaws, the audience ate up Allen's one-liners and dialogue in a way that I haven't seen in several years. <br /><br />In a movie landscape dominated by software-approved story arcs, twentysomething tastes and assembly-line formula fare for kiddies, it's a source of both satisfaction and inspiration to see Allen pursuing his highly personal and still-rewarding path.",1
"Excellent film featuring Anthony Wong that certainly lives up to it's title. Erotic, but increasingly violent courtesy of dreams purchased from a crazed occultist that rapidly turn into nightmares of some magnitude as the sorcerer gets inside them to manipulate poor Mr Wong. Well filmed and very fast moving this is a non stop tale of serious magic, herbal medicines, power and corruption but also makes time for some fine sex scenes and some very bloody violence. There is also just a little touch of humour now and again to catch you further off guard and the whole thing makes for a most exhilarating 90 minutes or so. Excellent performances all round.",1
"UNCONDITIONAL LOVE is surprisingly entertaining. While the plot goes off in perhaps too many directions, making for an overlong movie, it never fails to charm and ingratiate itself. The several plotlines, one warmly reminiscent of SHIRLEY VALENTINE, provide ample smiles, laughs, wisdom and tenderness. It all shouldn't work, and at times it certainly bumps along, but forgive its inconsistencies, sit back and have a good time. It's a charmer!",1
"I saw Insomniac's Nightmare not to long ago for the first time and I have to say, I really found it to be quite good. If you are a fan of Dominic Monaghan you will love it. The hole movie takes place inside his mind -or does it? The acting from everyone else is a little rushed and shaky and some of the scenes could be cut down but it works out in the end. The extras on the DVD are just as great as the film, if not greater for those Dom fans. It has tons of candid moments from the set, outtakes and a great interview with the director. Anyone who has gone through making an independent film will love to watch Tess (the director), Dom and everyone else on the very small close personal set try to bang out this little trippy creepy film. It was pretty enjoyable and I'm glad to have it in my collection.",1
"I didn't buy this, I didn't rent this, it was on PPV and someone burned a copy of it and loaned it to me, so at least I wasted no money on it. For someone that did Darkness, the Nameless, Devil's Backbone, this is a pretty lame film. Seems to have something to do with a bunch of girls that were at a convent back in the day and now they're all grown up and they're being pursued and killed one by one by a nun that comes out of the kitchen sink, the toilet, and even manages to negotiate the revolving doors in a hotel. And what makes this nun so mean and nasty (and wet?) I dunno, this was so boring that at some point about halfway through I just stopped it, put it away, and watched something else. Wasn't even interested in finding out, really. Oh sure, there's some lovely young ladies to look at but hey, are two of them lesbians? I guess, there's a picture on the bedside table of one young lady's bedroom and what self-respecting horror movie wouldn't be complete these days without a lesbian couple? Yeah whatever. 2 out of 10, if you want to see a worthwhile nun horror movie try ""Desecration"", ""Dead Waters"", or ""The Convent"" (and that's the one with Adrienne Barbeau, by the way, not the one with John Malkovich).",0
"Story of a wrongly executed prisoner who haunts the prison he was electrocuted in and kills random prisoners while waiting to take revenge on the man who framed him.<br /><br />Viggo Mortensen is great, and the acting is pretty good overall. Lane Smith is deliciously wicked as the guilty warden. Also, this film has some great gore, including death by barbed-wire mummification.",1
"I liked this movie, not because Tom Selleck was in it, but because it was a good story about baseball and it also had a semi-over dramatized view of some of the issues that a BASEBALL player coming to the end of their time in Major League sports must face. I also greatly enjoyed the cultural differences in American and Japanese baseball and the small facts on how the games are played differently.<br /><br />Overall, it is a good movie to watch on Cable TV or rent on a cold winter's night and watch about the ""Dog Day's"" of summer and know that spring training is only a few months away. A good movie for a baseball fan as well as a good ""DATE"" movie  Trust me on that one! *Wink*",1
"oh well... its funny. should have been a sadistic comedy, a lot of horror movies lack common sense,but i think a retarded caveman would weasel his way around this situation. Don't really expect Hitchcock or anything close to this. this is a good one for friends,but i wouldn't recommend it for anything else.this movie lacks all the substance of a true horror movie,the suspense,the shock,and good characters. the killer failed to be the unstoppable force that i expected him to be,and he seemed to be the average angry ""D"" student able to outsmart only stupid people. and the really funny thing is the horrible acting and the lack of emotion of the so called ""victims""<br /><br />3/10 just expect this one in the daily funnies.",0
"-may contain spoilers-<br /><br />Clearly, who ever made this film must have had a lot of connections. I just can't see it any other way. What really surprises me is no one used the name Allen Smithee, and more surprising, everyone involved didn't use this name.<br /><br />Anyhow, where to begin. The bad dialogue, the crummy costumes, the sorry looking film stock, the unintentional comedy, the over-the-top characters, and more inconsistencies than George W. Bush's college career. I don't know what was funnier, the guy losing his arm because of a snowball, or the slow motion scene where all the baby Jack Frosts' were getting killed. Also, one of the great lines of all time was uttered in this film. ""How do we know it's him?"" Like there's another mutant snowman who can talk and kill people with snowballs! A great camp film, but a very bad film overall.",0
"This movie is just another average action flick, but it could have been so much better. When the guns come out they really needed some choreography help. Someone like Andy McNabb - who made that brilliant action sequence in Heat as they move up the street from the robbery - would have turned the dull action sequences into something special. Because the rest of the film was alright - predictable but watchable - better than you would expect from this type of movie. Then came the final scene, the show-down, the one we had been waiting for, but was like watching something from the A-Team in the 80s. They shoot wildly, nothing hits, and they run around a house trying to kill each other - same old, same old.",0
"This is quite possibly the worst film I have ever seen. Worse than the most abhorrent American dross; worse than Glitter - Mariah Carey in American dross par excellence. I can only imagine that the writer and producer were taking huge amounts of recreational pharmaceuticals, and when discussing the plot actually thought it was a good idea. it's not. It is abject rubbish from very bowels of Satan himself (who could probably have written a better script had he put his mind to it). Robert Jones as Exce Producer, spending our tax payers money (lottery money folks) on this piece of nonsense, should be accountable. Who on earth thought it would be a good idea to re-make Deathline??? I ask you - camp as a Christmas Tree, Deathline ... 'Mind the doors' is classic of really bad British film, we really don't need a reminder. And we certainly don't need a poor, second rate, badly scripted, badly developed and badly piece of rubbish like this. All this this from the UK funding agency that brought us Sex Lives of the Potato Men... I rest my case.<br /><br />Do Not Pay ANY money to see this. It is absolute and utter crap - the one saving grace for the producers is that they got a huge wedge of cash... our cash... for making it. They should hang their heads in shame.<br /><br />I am staggered at the low, low standard of this film. It makes me Mgr that our national body for the support of film actually thought it was worth supporting. There is no hope for the British film industry whilst idiots are running the show. Harvey Wienstein where are you? Come back, we forgive you!!!",0
"This documentary explores a story covered in Pilger's latest book ""Freedom Next Time"", which was published in 2006. It reveals the shocking expulsion of the natives of Diego Garcia, one of the Chagos Islands in the Indian Ocean.<br /><br />The islanders are technically British citizens, as Diego Garcia is a British colony, much like Mauritius, the nearby island to where the natives were exiled, used to be. But the British government has ignored their pleas to return to their homeland, as the island is now a military base for the United States army, who have used it as a basis for the bombing of Iraq and Afghanistan.<br /><br />As usual, Pilger's coverage is shocking, especially as he documents the treatment and the current impoverished living conditions of the surviving islanders. His interviews all round are excellent, and his cornering of a Parliament representative where he uses the Government's own information to pin him down, ranks as one of his best.<br /><br />Pilger also uses dramatic reconstruction to dissect a series of recently released documents that fully illuminate the British conspiracy to evict the natives. The weaving of this footage with the interviews, and the islanders music, really heightens the film's impact.<br /><br />It is not easy viewing, but ""Stealing a Nation"" is John Pilger at his best. Recommended.",1
"I watched this movie out of a lack of anything else on at the time. Quickly the movie grabbed me with the depth of the characters and subtle plot. I was quite surprised to see that the rating given by my satellite provider did not show any stars.<br /><br />I will not give any spoilers to the plot-line or outcome but most of the characters had at least some redeeming value. Until the very last minute I did not know how it would turn out. Frequently, you can pick-up the formula and predict a story direction. I could not do that with this film.<br /><br />I would recommend this as one of the finer films of this genre.",1
"The 80's is largely considered the decade in which horror decided to have fun. Sometimes, there were some definite brains behind it all (""Evil Dead II"", ""Night of the Creeps"" and ""Return of the Living Dead"" for example) and then there were those movies that were mindless but had a definite low rent charm and were perfect for a night with beer and friends. Movies like ""Pieces"" and ""Blood Diner"" stacked rental shelves in the 80's and 90's, offering little in intelligence or craftsmanship but plenty in dumb entertainment. Kevin Tenney's 1988 movie ""Night of the Demons"" is a part of this tradition-stupid, poorly acted and not an original bone in it's body, but dammit if you don't have a good time.<br /><br />The plot is so simplistic it just had to come from the 80's: a group of dumb teens played by a bunch of actors in their mid to late 20's decide to go to a party at Hull House thrown by Angela (Mimi Kinkade) and Suzanne (Scream Queen legend Linnea Quigley.) Well, Angela and co. decide to throw a séance. This turns out to be as Will Arnett's ""Arrested Development"" character Gob would call it, a ""Huge Mistake,"" because a demonic force soon possesses Angela, and starts to get to the others as well.<br /><br />Take ""The Evil Dead"", ""A Nightmare on Elm Street"" and your average dumb dead teen flick, throw them in a blender, and ""Night of the Demons"" is what you get. The movie is anything but original, and really, it's not a good movie. The whole thing is insanely derivative, the acting is terrible, the jokes often fall flat, the characters are annoying (especially the character of Stooge) and the plot holes are numerous. That out of the way, it's still a lot of fun. So why? <br /><br />Well for one thing, the make up and gore effects are top notch, with some really memorable moments (especially a nasty and just plane odd bit with a tube of lipstick) that really stick out. It also rarely if ever takes itself too seriously, yet with the exception of some terrible puns, plays it straight and never wastes the audiences time with winking self awareness. Plus, there's a definite energy and enthusiasm to the whole enterprise that's almost impossible to resist. Yeah, it's nothing special, but it knows that, and it couldn't be more proud of that fact. It's a goofy party horror movie, and it never pretends to be anything more.<br /><br />It might not be a classic, but ""Night of the Demons"" is a good example of horror junk food done right. It might not be too memorable or original, but sometimes you don't want a fancy beer. Sometimes you want a Budweiser.",1
"I saw this at a test screening in Chatsworth a week or so ago, and went with a bunch of my girlfriends. we all really loved it a lot. James Franco is amazing and so hot, I would see it just for him!!!!!!! but Sienna Miller is also really good and plays a southern girl who is in love with him so much that she can't let go. David Caradine who was in Kill Bill plays a cowboy and he is perfect for that. The story is kind of strange but if you believe in the power of love and magical things you will love it!!! It is really original, and it is also very funny and everyone laughed a lot but by the end it gets more serious and we all ended up crying. I am going to see it again with my friends as soon as it comes out, it is really good!!!!!!!",1
